1-2 toe syndactyly	HP:0010711
B-cell lymphoma	HP:0012191
BCGitis	HP:0020086
BCGosis	HP:0020087
Babinski sign	HP:0003487
Back pain	HP:0003418
Bacteremia	HP:0031864
Bacterial endocarditis	HP:0006689
Ballooning hepatocyte degeneration	HP:0033193
Band keratopathy	HP:0000585
Barrel-shaped chest	HP:0001552
Barrett esophagus	HP:0100580
Basal cell carcinoma	HP:0002671
Basal encephalocele	HP:0011817
Basal ganglia calcification	HP:0002135
Basal ganglia cysts	HP:0006799
Basal ganglia gliosis	HP:0006999
Basal ganglia necrosis	HP:0012128
Basal lamina onion bulb formation	HP:0003400
Basilar impression	HP:0005758
Basilar invagination	HP:0012366
Beaded ribs	HP:0000923
Beaking of vertebral bodies	HP:0004568
Beaking of vertebral bodies T12-L3	HP:0004562
Beaten bronze macular sheen	HP:0025147
Beevor's sign	HP:0030664
Behavioral abnormality	HP:0000708
Bell-shaped thorax	HP:0001591
Benign gastrointestinal tract tumors	HP:0006719
Benign genitourinary tract neoplasm	HP:0006778
Benign neoplasm of the central nervous system	HP:0100835
Beta 2-microglobulinuria	HP:0025466
Beta-cell dysfunction	HP:0006279
Bicarbonate-wasting renal tubular acidosis	HP:0004910
Bicarbonaturia	HP:0003646
Biceps aplasia	HP:0009783
Biconcave flattened vertebrae	HP:0003321
Biconcave vertebral bodies	HP:0004586
Biconvex vertebral bodies	HP:0004625
Bicornuate uterus	HP:0000813
Bicoronal synostosis	HP:0011318
Bicuspid aortic valve	HP:0001647
Bicuspid pulmonary valve	HP:0005182
Bidirectional shunt	HP:0012383
Bidirectional ventricular ectopy	HP:0005147
Bidirectional ventricular tachycardia	HP:0034040
Bifid distal phalanx of the thumb	HP:0009611
Bifid distal phalanx of toe	HP:0001853
Bifid epiglottis	HP:0010564
Bifid femur	HP:0010443
Bifid humerus	HP:0003864
Bifid nasal tip	HP:0000456
Bifid nose	HP:0011803
Bifid ribs	HP:0000892
Bifid sacrum	HP:0009791
Bifid scrotum	HP:0000048
Bifid sternum	HP:0010309
Bifid thoracic vertebrae	HP:0008437
Bifid tongue	HP:0010297
Bifid ureter	HP:0030037
Bifid uterus	HP:0000136
Bifid uvula	HP:0000193
Bilateral basal ganglia lesions	HP:0007146
Bilateral breast hypoplasia	HP:0012814
Bilateral camptodactyly	HP:0005617
Bilateral choanal atresia	HP:0004502
Bilateral choanal atresia/stenosis	HP:0200138
Bilateral cleft lip	HP:0100336
Bilateral cleft lip and palate	HP:0002744
Bilateral cleft palate	HP:0100337
Bilateral conductive hearing impairment	HP:0008513
Bilateral coxa valga	HP:0010665
Bilateral cryptorchidism	HP:0008689
Bilateral elbow dislocations	HP:0005021
Bilateral facial palsy	HP:0430025
Bilateral generalized polymicrogyria	HP:0032410
Bilateral intracerebral calcifications	HP:0005671
Bilateral lung agenesis	HP:0005944
Bilateral microphthalmos	HP:0007633
Bilateral perisylvian polymicrogyria	HP:0032407
Bilateral polymicrogyria	HP:0025646
Bilateral postaxial polydactyly	HP:0006136
Bilateral ptosis	HP:0001488
Bilateral radial aplasia	HP:0004977
Bilateral renal agenesis	HP:0010958
Bilateral renal atrophy	HP:0012586
Bilateral renal dysplasia	HP:0012582
Bilateral renal hypoplasia	HP:0012584
Bilateral sensorineural hearing impairment	HP:0008619
Bilateral single transverse palmar creases	HP:0007598
Bilateral superior vena cava	HP:0033379
Bilateral talipes equinovarus	HP:0001776
Bilateral tonic-clonic seizure	HP:0002069
Bilateral tonic-clonic seizure on awakening	HP:0007193
Bilateral tonic-clonic seizure with focal onset	HP:0007334
Bilateral tonic-clonic seizure with generalized onset	HP:0025190
Bilateral trilobed lungs	HP:0011861
Bilateral triphalangeal thumbs	HP:0005707
Bilateral vestibular schwannoma	HP:0009589
Bilateral wrist flexion contracture	HP:0012453
Bile duct proliferation	HP:0001408
Biliary atresia	HP:0005912
Biliary cirrhosis	HP:0002613
Biliary hyperplasia	HP:0006560
Biliary tract abnormality	HP:0001080
Biliary tract neoplasm	HP:0100574
Biliary tract obstruction	HP:0005230
Bilirubinuria	HP:0031811
Bilobate gallbladder	HP:0005608
Bilobed right lung	HP:0033183
Bimanual synkinesia	HP:0001335
Biparietal narrowing	HP:0004422
Bipartite calcaneus	HP:0008127
Bipolar affective disorder	HP:0007302
Bird-like facies	HP:0000320
Birth length greater than 97th percentile	HP:0003517
Birth length less than 3rd percentile	HP:0003561
Bite cells	HP:0020122
Bitemporal forceps marks	HP:0011336
Bitemporal hemianopia	HP:0030521
Bitemporal hollowing	HP:0025386
Biventricular hypertrophy	HP:0200128
Bladder carcinoma	HP:0002862
Bladder diverticulum	HP:0000015
Bladder exstrophy	HP:0002836
Bladder fistula	HP:0004321
Bladder neoplasm	HP:0009725
Bladder polyp	HP:0031261
Bladder trabeculation	HP:0032465
Bleeding requiring red cell transfusion	HP:0011888
Bleeding with minor or no trauma	HP:0011889
Blepharitis	HP:0000498
Blepharochalasis	HP:0010749
Blepharophimosis	HP:0000581
Blepharospasm	HP:0000643
Blind vagina	HP:0040314
Blind-spot enlargment	HP:0030644
Blindness	HP:0000618
Blistering by anatomical location	HP:0033800
Blistering by histological location	HP:0033801
Block vertebrae	HP:0003305
Blood group antigen abnormality	HP:0010970
Bloodstream infectious agent	HP:0031863
Bloody diarrhea	HP:0025085
Blotching pigmentation of the skin	HP:0007610
Blue cone monochromacy	HP:0007939
Blue irides	HP:0000635
Blue nevus	HP:0100814
Blue sclerae	HP:0000592
Blurred vision	HP:0000622
Body odor	HP:0500001
Bone cyst	HP:0012062
Bone fracture	HP:0020110
Bone marrow hypercellularity	HP:0031020
Bone marrow hypocellularity	HP:0005528
Bone marrow maturation arrest	HP:0033606
Bone pain	HP:0002653
Bone spicule pigmentation of the retina	HP:0007737
Bone-marrow foam cells	HP:0004333
Bony paranasal bossing	HP:0004407
Borderline personality disorder	HP:0012076
Bounding pulse	HP:0032555
Bowed forearm bones	HP:0003956
Bowed humerus	HP:0003865
Bowel diverticulosis	HP:0005222
Bowel incontinence	HP:0002607
Bowel irritability	HP:0033628
Bowel urgency	HP:0012701
Bowing of limbs due to multiple fractures	HP:0003023
Bowing of the arm	HP:0006488
Bowing of the legs	HP:0002979
Bowing of the long bones	HP:0006487
Bowing of the vocal cords	HP:0008756
Brachial plexus neuropathy	HP:0045054
Brachycephaly	HP:0000248
Brachydactyly	HP:0001156
Brachytelomesophalangy	HP:0005872
Brachyturricephaly	HP:0000244
Bradycardia	HP:0001662
Bradykinesia	HP:0002067
Bradyopsia	HP:0030511
Bradyphrenia	HP:0031843
Brain abscess	HP:0030049
Brain atrophy	HP:0012444
Brain imaging abnormality	HP:0410263
Brain neoplasm	HP:0030692
Brain stem compression	HP:0002512
Brainstem dysplasia	HP:0002508
Brainstem glioma	HP:0010796
Branchial anomaly	HP:0009794
Branchial cyst	HP:0009796
Branchial fistula	HP:0009795
Breast aplasia	HP:0100783
Breast carcinoma	HP:0003002
Breast hypoplasia	HP:0003187
Breast mass	HP:0032408
Breathing dysregulation	HP:0005957
Breech presentation	HP:0001623
Bridged sella turcica	HP:0005449
Brisk reflexes	HP:0001348
Brittle hair	HP:0002299
Brittle scalp hair	HP:0004779
Broad 1st metacarpal	HP:0010027
Broad 2nd toe	HP:0100040
Broad alveolar ridges	HP:0000187
Broad carpal bones	HP:0004242
Broad chin	HP:0011822
Broad clavicles	HP:0000916
Broad columella	HP:0010761
Broad distal hallux	HP:0008111
Broad distal phalanges of all fingers	HP:0009880
Broad distal phalanx of finger	HP:0009836
Broad distal phalanx of the hallux	HP:0010077
Broad distal phalanx of the thumb	HP:0009642
Broad distal phalanx of the toes	HP:0010186
Broad eyebrow	HP:0011229
Broad face	HP:0000283
Broad femoral head	HP:0008804
Broad femoral metaphyses	HP:0006417
Broad femoral neck	HP:0006429
Broad finger	HP:0001500
Broad fingertip	HP:0011300
Broad first metatarsal	HP:0010068
Broad foot	HP:0001769
Broad forearm bones	HP:0003971
Broad forehead	HP:0000337
Broad hallux	HP:0010055
Broad hallux phalanx	HP:0010059
Broad ischia	HP:0100865
Broad jaw	HP:0012802
Broad lateral eyebrow	HP:0007933
Broad long bone diaphyses	HP:0006371
Broad long bones	HP:0005622
Broad medial eyebrow	HP:0034003
Broad metacarpal epiphyses	HP:0006146
Broad metacarpals	HP:0001230
Broad metatarsal	HP:0001783
Broad middle phalanx of finger	HP:0009844
Broad nail	HP:0001821
Broad nasal tip	HP:0000455
Broad neck	HP:0000475
Broad palm	HP:0001169
Broad phalanges of the 5th finger	HP:0009374
Broad phalanges of the hand	HP:0009768
Broad phalanx	HP:0006009
Broad phalanx of the toes	HP:0010174
Broad philtrum	HP:0000289
Broad proximal phalanges of the hand	HP:0009852
Broad ribs	HP:0000885
Broad secondary alveolar ridge	HP:0000216
Broad skull	HP:0002682
Broad thumb	HP:0011304
Broad toe	HP:0001837
Broad ulna	HP:0003993
Broad uvula	HP:0010809
Broad-based gait	HP:0002136
Bronchial wall thickening	HP:0033542
Bronchiectasis	HP:0002110
Bronchiolitis	HP:0011950
Bronchiolitis obliterans	HP:0011946
Bronchiolitis obliterans organizing pneumonia	HP:0011945
Bronchitis	HP:0012387
Bronchoconstriction	HP:4000007
Bronchogenic cyst	HP:0100730
Bronchomalacia	HP:0002780
Bronchospasm	HP:0025428
Bruising susceptibility	HP:0000978
Brushfield spots	HP:0001088
Bruxism	HP:0003763
Budd-Chiari syndrome	HP:0002639
Bulbar palsy	HP:0001283
Bulbar signs	HP:0002483
Bulbous nose	HP:0000414
Bulbous tips of toes	HP:0001782
Bulging epiphyses	HP:0003013
Bulging of the costochondral junction	HP:0000893
Bulimia	HP:0100739
Bull's eye maculopathy	HP:0011504
Bullet-shaped distal phalanx of the hallux	HP:0010078
Bullet-shaped distal toe phalanx	HP:0010187
Bullet-shaped hallux phalanx	HP:0010060
Bullet-shaped middle phalanges of the hand	HP:0009845
Bullet-shaped phalanges of the hand	HP:0009769
Bullet-shaped toe phalanx	HP:0010175
Bundle branch block	HP:0011710
Buphthalmos	HP:0000557
Burkitt lymphoma	HP:0030080
Bursitis	HP:0025232
Butterfly vertebrae	HP:0003316
Butterfly vertebral arch	HP:0004617
C1-C2 subluxation	HP:0003320
C1-C2 vertebral abnormality	HP:0008440
C2-C3 subluxation	HP:0008456
CNS demyelination	HP:0007305
CNS foam cells	HP:0003640
CNS hypomyelination	HP:0003429
CSF lymphocytic pleiocytosis	HP:0200149
CSF pleocytosis	HP:0012229
Cachexia	HP:0004326
Caesarian section	HP:0011410
Cafe-au-lait spot	HP:0000957
Calcaneal epiphyseal stippling	HP:0004695
Calcaneonavicular fusion	HP:0008122
Calcaneovalgus deformity	HP:0001848
Calcific stippling	HP:0002832
Calcific stippling of infantile cartilaginous skeleton	HP:0005841
Calcification of cartilage	HP:0100593
Calcification of falx cerebri	HP:0005462
Calcification of ribs	HP:0040059
Calcification of the aorta	HP:0004963
Calcification of the auricular cartilage	HP:0005103
Calcification of the small brain vessels	HP:0002504
Calcinosis	HP:0003761
Calcinosis cutis	HP:0025520
Calcium nephrolithiasis	HP:0004724
Calcium oxalate nephrolithiasis	HP:0008672
Calf muscle hypertrophy	HP:0008981
Calf muscle hypoplasia	HP:0008962
Calf muscle pseudohypertrophy	HP:0003707
Calvarial hyperostosis	HP:0004490
Calvarial osteosclerosis	HP:0005450
Calvarial skull defect	HP:0001362
Camptocormia	HP:0100595
Camptodactyly	HP:0012385
Camptodactyly of 2nd-5th fingers	HP:0001215
Camptodactyly of finger	HP:0100490
Camptodactyly of toe	HP:0001836
Candida esophagitis	HP:0033351
Capillary fragility	HP:0025017
Capillary hemangioma	HP:0005306
Capillary leak	HP:0030005
Capillary malformation	HP:0025104
Capitate-hamate fusion	HP:0001241
Capsular cataract	HP:0100017
Carcinoid tumor	HP:0100570
Carcinoma	HP:0030731
Cardiac amyloidosis	HP:0030843
Cardiac arrest	HP:0001695
Cardiac conduction abnormality	HP:0031546
Cardiac diverticulum	HP:0100571
Cardiac fibroma	HP:0010617
Cardiac myxoma	HP:0011672
Cardiac rhabdomyoma	HP:0009729
Cardiac shunt	HP:0001693
Cardiac total anomalous pulmonary venous connection	HP:0011720
Cardiac valve calcification	HP:0005146
Cardiogenic shock	HP:0030149
Cardiomegaly	HP:0001640
Cardiomyocyte hypertrophy	HP:0031319
Cardiomyocyte mitochondrial proliferation	HP:0031320
Cardiomyopathy	HP:0001638
Cardiorespiratory arrest	HP:0006543
Cardiovascular calcification	HP:0011915
Carious teeth	HP:0000670
Carotid artery dilatation	HP:0012163
Carotid artery dissection	HP:0012158
Carotid artery occlusion	HP:0012474
Carotid artery stenosis	HP:0100546
Carotid artery tortuosity	HP:0005302
Carotid cavernous fistula	HP:0031157
Carpal bone aplasia	HP:0004231
Carpal bone hypoplasia	HP:0001498
Carpal osteolysis	HP:0001495
Carpal synostosis	HP:0009702
Cartilage destruction	HP:0100773
Cartilaginous ossification of larynx	HP:0008747
Cartilaginous ossification of nose	HP:0005275
Caseous vernix-like desquamation	HP:0025724
Cat cry	HP:0200046
Cataplexy	HP:0002524
Cataract	HP:0000518
Caudal appendage	HP:0002825
Caudal interpedicular narrowing	HP:0008457
Caudate atrophy	HP:0002340
Cavernous hemangioma	HP:0001048
Cavernous hemangioma of the face	HP:0007486
Cavitating leukodystrophy	HP:0033369
Cavitation of the basal ganglia	HP:0007007
Cavum septum pellucidum	HP:0002389
Celiac artery dissection	HP:0033982
Celiac disease	HP:0002608
Cellular immunodeficiency	HP:0005374
Cellular metachromasia	HP:0003653
Cellulitis	HP:0100658
Central Y-shaped metacarpal	HP:0006145
Central adrenal insufficiency	HP:0011734
Central apnea	HP:0002871
Central core regions in muscle fibers	HP:0030230
Central corneal dystrophy	HP:0007881
Central diabetes insipidus	HP:0000863
Central heterochromia	HP:0007818
Central hypothyroidism	HP:0011787
Central hypoventilation	HP:0007110
Central nervous system cyst	HP:0030724
Central nervous system degeneration	HP:0007009
Central opacification of the cornea	HP:0011493
Central posterior corneal opacity	HP:0008511
Central primitive neuroectodermal tumor	HP:0030070
Central retinal vessel vascular tortuosity	HP:0007768
Central scotoma	HP:0000603
Central sleep apnea	HP:0010536
Central vertebral hypoplasia	HP:0008463
Centrally nucleated skeletal muscle fibers	HP:0003687
Centrilobular ground-glass opacification on pulmonary HRCT	HP:0025180
Centrocecal scotoma	HP:0000576
Cephalocele	HP:0011815
Cephalohematoma	HP:0012541
Cerebellar Purkinje layer atrophy	HP:0012082
Cerebellar agenesis	HP:0012642
Cerebellar atrophy	HP:0001272
Cerebellar calcifications	HP:0007352
Cerebellar cortical atrophy	HP:0008278
Cerebellar cyst	HP:0002350
Cerebellar dysplasia	HP:0007033
Cerebellar edema	HP:0030915
Cerebellar glioma	HP:0010795
Cerebellar gliosis	HP:0012698
Cerebellar hemangioblastoma	HP:0006880
Cerebellar hemisphere hypoplasia	HP:0100307
Cerebellar hemorrhage	HP:0011695
Cerebellar hypoplasia	HP:0001321
Cerebellar malformation	HP:0002438
Cerebellar medulloblastoma	HP:0007129
Cerebellar vermis atrophy	HP:0006855
Cerebellar vermis hypoplasia	HP:0001320
Cerebellopontine angle arachnoid cyst	HP:0012487
Cerebral amyloid angiopathy	HP:0011970
Cerebral arteriovenous malformation	HP:0002408
Cerebral artery atherosclerosis	HP:0007201
Cerebral artery stenosis	HP:0012492
Cerebral atrophy	HP:0002059
Cerebral berry aneurysm	HP:0007029
Cerebral calcification	HP:0002514
Cerebral cavernous malformation	HP:0033522
Cerebral cortical atrophy	HP:0002120
Cerebral cortical hemiatrophy	HP:0100308
Cerebral cortical neurodegeneration	HP:0006964
Cerebral degeneration	HP:0007313
Cerebral dysmyelination	HP:0007266
Cerebral edema	HP:0002181
Cerebral hamartoma	HP:0009731
Cerebral hemorrhage	HP:0001342
Cerebral hypomyelination	HP:0006808
Cerebral hypoplasia	HP:0006872
Cerebral inclusion bodies	HP:0100314
Cerebral infarct	HP:0025722
Cerebral ischemia	HP:0002637
Cerebral palsy	HP:0100021
Cerebral vasculitis	HP:0005318
Cerebral venous thrombosis	HP:0005305
Cerebral visual impairment	HP:0100704
Cerebral white matter atrophy	HP:0012762
Cerebral white matter hypoplasia	HP:0012430
Cerebrospinal fluid rhinorrhoea	HP:0030998
Cerulean cataract	HP:0007976
Cervical C2/C3 vertebral fusion	HP:0004602
Cervical C3/C4 vertebral fusion	HP:0030281
Cervical C5/C6 vertebrae fusion	HP:0004635
Cervical cord compression	HP:0002341
Cervical hemivertebrae	HP:0025481
Cervical instability	HP:0008462
Cervical insufficiency	HP:0030009
Cervical kyphosis	HP:0002947
Cervical lymphadenopathy	HP:0025289
Cervical myelopathy	HP:0002318
Cervical neoplasm	HP:0032241
Cervical platyspondyly	HP:0004558
Cervical ribs	HP:0000891
Cervical segmentation defect	HP:0004632
Cervical spina bifida	HP:0005857
Cervical spinal canal stenosis	HP:0008445
Cervical spinal cord atrophy	HP:0010873
Cervical spine hypermobility	HP:0003318
Cervical spine instability	HP:0010646
Cervical spondylosis	HP:0008480
Cervical subluxation	HP:0003308
Cervical vertebral dysplasia	HP:0008469
Cervicitis	HP:0030160
Cervicomedullary schisis	HP:0030325
Cervix cancer	HP:0030079
Cessation of head growth	HP:0004485
Chaddock reflex	HP:0010875
Chapped lip	HP:0040181
Cheilitis	HP:0100825
Chemodectoma	HP:0030074
Chemosis	HP:0012375
Cherry red spot of the macula	HP:0010729
Chest pain	HP:0100749
Cheyne-Stokes respiration	HP:0012196
Chiari malformation	HP:0002308
Chiari type I malformation	HP:0007099
Chilblains	HP:0009710
Childhood onset	HP:0011463
Childhood onset sensorineural hearing impairment	HP:0011474
Childhood onset short-limb short stature	HP:0011405
Childhood-onset short-trunk short stature	HP:0008922
Childhood-onset truncal obesity	HP:0008915
Chills	HP:0025143
Chin myoclonus	HP:0012462
Chin with H-shaped crease	HP:0011824
Chin with horizontal crease	HP:0011823
Choanal atresia	HP:0000453
Choanal stenosis	HP:0000452
Choking episodes	HP:0030842
Cholangiocarcinoma	HP:0030153
Cholangitis	HP:0030151
Cholecystitis	HP:0001082
Cholelithiasis	HP:0001081
Cholestasis	HP:0001396
Cholestatic liver disease	HP:0002611
Cholesteatoma	HP:0009797
Cholesterol gallstones	HP:0011980
Chondritis	HP:0100662
Chondritis of pinna	HP:0200047
Chondrocalcinosis	HP:0000934
Chondroitin sulfate excretion in urine	HP:0012070
Chondrosarcoma	HP:0006765
Chordee	HP:0000041
Chordoma	HP:0010762
Chorea	HP:0002072
Choreoathetosis	HP:0001266
Choriocapillaris atrophy	HP:0030491
Choriocarcinoma	HP:0100768
Chorioretinal atrophy	HP:0000533
Chorioretinal coloboma	HP:0000567
Chorioretinal degeneration	HP:0200065
Chorioretinal dysplasia	HP:0007731
Chorioretinal dystrophy	HP:0001135
Chorioretinal hyperpigmentation	HP:0040031
Chorioretinal hypopigmentation	HP:0040030
Chorioretinal lacunae	HP:0007858
Chorioretinitis	HP:0012424
Choroid hemorrhage	HP:0011887
Choroid plexus calcification	HP:0006960
Choroid plexus carcinoma	HP:0030392
Choroid plexus cyst	HP:0002190
Choroid plexus papilloma	HP:0200022
Choroidal hemangioma	HP:0007872
Choroidal melanoma	HP:0012054
Choroidal neovascularization	HP:0011506
Choroideremia	HP:0001139
Chromosomal breakage induced by crosslinking agents	HP:0003221
Chromosomal breakage induced by ionizing radiation	HP:0010997
Chromosome breakage	HP:0040012
Chronic (near) absent circulating IgG4	HP:0041059
Chronic CSF lymphocytosis	HP:0009704
Chronic acidosis	HP:0012468
Chronic active Epstein-Barr virus infection	HP:0032204
Chronic active hepatitis	HP:0200120
Chronic axonal neuropathy	HP:0007267
Chronic bronchitis	HP:0004469
Chronic calcifying pancreatitis	HP:0005236
Chronic colitis	HP:0100281
Chronic constipation	HP:0012450
Chronic cutaneous wound	HP:0032676
